Category,Location,Incident,Date/Time
Ogling/Facial Expressions/Staring,"Sangram Colony, Ashok Nagar, Jaipur, Rajasthan, India"," WE WERE STANDING OUTSIDE THE COLLEGE. SOME BOYS WERE STANDING OPPOSITE TO US. THEY WERE TALKING AMONG THEMSELVES AND WHEN THEY SAW US THEY STARTED...  
						  More Information »
« Less Information
","11:00 Jul 15, 2015"
Sexual Invites,"44, Block B, Mohan Cooperative Industrial Estate, Badarpur, New Delhi, Delhi 110076, India"," my friend was being sexually harassed by someone in a high position. finally she had to leave the job but later she complained to the hr. the...  
						  More Information »
« Less Information
","19:00 Jul 14, 2015"
Commenting,Mumbai," A bunch of guys made cheap remarks on a 14 years old girl in the market.  
						  More Information »
« Less Information
","18:00 Jul 14, 2015"
Ogling/Facial Expressions/Staring,"Block B, Sector 5, Dakshinpuri, New Delhi, Delhi 110062, India"," this report will allow you to understand why girls are forced to commit suicide. You might be seeing on tv and news these days, how girls commit...  
						  More Information »
« Less Information
","17:00 Jul 14, 2015"
Taking pictures,"Sector 20, Turbhe, Navi Mumbai, Maharashtra 400703, India"," I am not sure to that but group of guys taking my pictures  
						  More Information »
« Less Information
","10:18 Jul 14, 2015"
Touching /Groping,"New Baneshwor Rd, Kathmandu 44600, Nepal"," When I returning my home I saw a man touching a women and she seemed quite uncomfortable with it and wasn't able to speak.  
						  More Information »
« Less Information
","17:10 Jul 12, 2015"
Catcalls/Whistles,Mumbai," 3 men were commenting and whistling at me about a month ago.  
						  More Information »
« Less Information
","18:00 Jul 11, 2015"
Catcalls/Whistles,"Bhayandar, Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101, India"," at Bhayandar station, my relative tried touching me inappropriately  
						  More Information »
« Less Information
","21:00 Jul 10, 2015"
Catcalls/Whistles,"Pandurang Balaji Bagava Marg, Shastri Nagar, Adarsh Nagar, Lower Parel, Mumbai, Maharashtra 400013, India"," A boy slaped a girl kn the road  
						  More Information »
« Less Information
","19:00 Jul 10, 2015"
Indecent exposure,"Panjim, Goa, India"," An unknown man was seated next to a group of girls in Row F in theatre nbr 2. They were watching the newly released Minion movie. Shortly after...  
						  More Information »
« Less Information
","16:37 Jul 10, 2015"
Stalking,"Haibat Mau Mawaiya, Sector 4, Vrindavan Colony, Lucknow, Uttar Pradesh 226014, India"," It was in Kali temple in Lucknow when a cop took advantage of the crowd and kept touching a girl less than 13 yrs old inappropriately. Due to...  
						  More Information »
« Less Information
","13:00 Jul 10, 2015"
Stalking,"Nayabasti, Patan 44700, Nepal"," it was night with low street light a boy whistle and follow me  
						  More Information »
« Less Information
","21:00 Jul 09, 2015"
Stalking,"Narayanhiti, Kathmandu 44600, Nepal"," I was going to house after my evening extra-tuition class. There was a boy who came to and asked me why I was walking all alone. I shouldn't...  
						  More Information »
« Less Information
","19:00 Jul 09, 2015"
Ogling/Facial Expressions/Staring,"लायन्स प्रतिक्षालय, बौद्ध सडक, गोकर्णेश्वर 44600, Nepal"," while walking around the road, boy called me by other names and whistled.  
						  More Information »
« Less Information
","18:00 Jul 09, 2015"
Catcalls/Whistles,"Jorpati, 44600, Nepal"," Teasing when me and my friends were going to visit.They were teasing to us.  
						  More Information »
« Less Information
","18:00 Jul 09, 2015"
Touching /Groping,"Kathmandu 44600, Nepal"," I was returning home in micro bus which was full. At that time one middle aged man touched me in my thigh.  
						  More Information »
« Less Information
","17:22 Jul 09, 2015"
Stalking,"Sinamangal, Kathmandu 44600, Nepal"," That day me and my friends were returning from my friend's home and some boys chased us and asked our name and phone number.  
						  More Information »
« Less Information
","17:00 Jul 09, 2015"
Ogling/Facial Expressions/Staring,"Shyam Nagar, Jogeshwari East, Mumbai, Maharashtra, India"," Comments were passed at me near the community toilet by a group of boys, who were also staring at me.  
						  More Information »
« Less Information
","17:00 Jul 09, 2015"
Touching /Groping,"Kathmandu 44600, Nepal"," One of my girl mate was harassed by her friend who used to touch her body in inconvenient way.  
						  More Information »
« Less Information
","16:45 Jul 09, 2015"
Commenting,"Gongabu, 44600, Nepal"," while i was travelling to bhaktapur  a group of boys touched me which was very uncomfortable for me  
						  More Information »
« Less Information
","16:00 Jul 09, 2015"
Commenting,"लायन्स प्रतिक्षालय, बौद्ध सडक, गोकर्णेश्वर 44600, Nepal"," when I was walking on the street with my sister, some boys teased me.  
						  More Information »
« Less Information
","15:00 Jul 09, 2015"
Commenting,"Friends Distributors, Sewala Jat, Panchkuian, Rakabganj, Agra, Uttar Pradesh 282003, India"," passing comments  
						  More Information »
« Less Information
","14:00 Jul 09, 2015"
Sexual Invites,"Besi Gaun, Gokarneshwor 44600, Nepal"," when i was home alone one of my cousion call me and asked me if i was alone at home then suddenly one of my sister came for my company and when...  
						  More Information »
« Less Information
","13:00 Jul 09, 2015"
Ogling/Facial Expressions/Staring,charni road," on of my friends was on her way to college in a taxi.after reaching the destination the driver touched in a wrong manner and started flirting...  
						  More Information »
« Less Information
","08:00 Jul 09, 2015"
Stalking,"Putalisadak, Kathmandu 44600, Nepal"," it was a crowded vehicle. one man was leaning his body over mine. it was making me uncomfortable.  
						  More Information »
« Less Information
","07:00 Jul 09, 2015"
Catcalls/Whistles,"Mumbai, Maharashtra, India"," A man groped me in public  
						  More Information »
« Less Information
","20:00 Jul 08, 2015"
Rape / Sexual Assault,"Gairidhara, Kathmandu 44600, Nepal"," one girl was raped in the road during night because of no street light.  
						  More Information »
« Less Information
","20:00 Jul 08, 2015"
Catcalls/Whistles,"Old Baneshwor, Kathmandu 44600, Nepal"," I was going market and at that time two three boys were teasing one girl. The girl really seems scary and she was sweating. I also followed...  
						  More Information »
« Less Information
","19:00 Jul 08, 2015"
Commenting,"Bhim Nagar, Andheri East, Mumbai, Maharashtra 400047, India"," One of the male daily traveller used to take advantage of crowded bridge and used to touch and press ladies  
						  More Information »
« Less Information
","18:00 Jul 08, 2015"
Stalking,"Mumbai, Maharashtra , India"," A guy used to follow me everyday from college till the end of my road for a week till i changed my route.  
						  More Information »
« Less Information
","14:00 Jul 08, 2015"
Chain Snatching / Robbery,"dombivai ,Mumbai, Maharashtra  India"," this happened when when walking on the road one Sunday afternoon,they were few people on the road..all of a sudden two guys masked came on a...  
						  More Information »
« Less Information
","13:00 Jul 08, 2015"
Commenting,"Rd Number 2, I C Colony, I C Colony, Borivali West, Mumbai, Maharashtra 400103, India"," one of friends boss called her in the cabin and commented that she was looking nice and tried to kiss her  
						  More Information »
« Less Information
","12:00 Jul 08, 2015"
Catcalls/Whistles,"chennai,india"," i had a experience while travelling in train during night hours in reserved compartment boys getting in and out each station and showing facial...  
						  More Information »
« Less Information
","15:54 Jul 07, 2015"
Touching /Groping,"Brigade Road, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India"," I was walking with my friends and a guy just passed by touching me.  
						  More Information »
« Less Information
","14:00 Jul 07, 2015"
Stalking,"Maitighar, Kathmandu 44600, Nepal"," When I was in returning from my college and heading toward Maitighar bus stop. The boy came and asked me way to Thapathali, I showed him the...  
						  More Information »
« Less Information
","10:15 Jul 07, 2015"
Ogling/Facial Expressions/Staring,"Mohan Estate, Block B, Mohan Cooperative Industrial Estate, Badarpur, New Delhi, Delhi 110044, India"," two men in the parking lot kept staring at me when i was going towards my car. they kept ogling me and it made me really uncomfortable, i glared...  
						  More Information »
« Less Information
","08:00 Jul 07, 2015"
Touching /Groping,"New Baneshwor Rd, Kathmandu 44600, Nepal"," When I was traveling in the bus, I saw a man trying to touch a women again and again.  
						  More Information »
« Less Information
","17:20 Jul 06, 2015"
Ogling/Facial Expressions/Staring,"Kadamba Bus Terminus, Patto Centre, Bambolim, Goa 403001, India"," In the bus from Panjim to Ponda one man started following me and came into the bus. Bus was crowded. In sometime I got a seat. He came and stood...  
						  More Information »
« Less Information
","09:00 Jul 06, 2015"
Touching /Groping,"Marcel, Orgao, Goa 403107, India"," Touching in Public transport  
						  More Information »
« Less Information
","08:00 Jul 06, 2015"
Catcalls/Whistles,"Kathmandu 44600, Nepal"," One man whistled at me while I was passing by I was uncomfortable.  
						  More Information »
« Less Information
","17:10 Jul 05, 2015"
Taking pictures,"Kathmandu 44600, Nepal"," When I was standing in bus stop, some unknown boys tried to take my picture.  
						  More Information »
« Less Information
","16:00 Jul 03, 2015"
Commenting,"Naubise, Nepal"," I was on bus where an old man touched me and commented me that you are beautiful and asked where are you going dear?  
						  More Information »
« Less Information
","09:30 Jul 03, 2015"
Catcalls/Whistles,"chennai, India"," I had experience while walking in the road.  
						  More Information »
« Less Information
","16:41 Jul 02, 2015"
Sexual Invites,"Dhumbarahi, Kathmandu 44600, Nepal"," me n my college fren were returning to our home and one guy came to talk to us and told us he have interesting stuffs to shows us. we were unknown...  
						  More Information »
« Less Information
","13:45 Jul 02, 2015"
Taking pictures,"Gurgaon, Haryana, India"," On my way to gurgaon today in the morning i was followed by two boys in a maroon wagaon r numbered DL4C AA 6837...
These cheap piece of nutcases...  
						  More Information »
« Less Information
","09:10 Jul 02, 2015"
Commenting,Mumbai," While I was shopping a guy brushed passed me and passed comments and gave me bad looks.  
						  More Information »
« Less Information
","06:00 Jul 02, 2015"
